"","CpG_chr","CpG_start","CpG_stop","ICR_chr","ICR_start","ICR_stop","CpG_Probe","ICR_id"
"2146","chr8",108139841,108139842,"chr8",108139803,108140486,"cg12970268_BC11","ICR_544"
"2147","chr8",108139853,108139854,"chr8",108139803,108140486,"cg12970269_BC11","ICR_544"
"2148","chr8",108139933,108139934,"chr8",108139803,108140486,"cg12970270_TC21","ICR_544"
"2149","chr8",108140391,108140392,"chr8",108139803,108140486,"cg12970272_BC21","ICR_544"
"2150","chr8",108140484,108140485,"chr8",108139803,108140486,"cg12970273_BO21","ICR_544"
"2151","chr8",110202765,110202766,"chr8",110202765,110202966,"cg12982607_TC11","ICR_545"
"2152","chr8",110202801,110202802,"chr8",110202765,110202966,"cg12982609_TC11","ICR_545"
"2153","chr8",122721575,122721576,"chr8",122721575,122721969,"cg13062686_BC21","ICR_546"
"2154","chr8",122721623,122721624,"chr8",122721575,122721969,"cg13062687_BC21","ICR_546"
"2155","chr8",122721773,122721774,"chr8",122721575,122721969,"cg13062688_BC21","ICR_546"
"2156","chr8",122721871,122721872,"chr8",122721575,122721969,"cg13062689_TC21","ICR_546"
"2157","chr8",122721884,122721885,"chr8",122721575,122721969,"cg13062690_TC21","ICR_546"
"2158","chr8",122721886,122721887,"chr8",122721575,122721969,"cg27524128_BC21","ICR_546"
"2159","chr8",122721930,122721931,"chr8",122721575,122721969,"cg13062691_BC21","ICR_546"
"2160","chr8",140098071,140098072,"chr8",140098047,140100981,"cg13211397_TC21","ICR_548"
"2161","chr8",140098071,140098072,"chr8",140098047,140100981,"cg13211397_TC22","ICR_548"
"2162","chr8",140098084,140098085,"chr8",140098047,140100981,"cg13211398_BC21","ICR_548"
"2163","chr8",140098091,140098092,"chr8",140098047,140100981,"cg13211399_BC21","ICR_548"
"2164","chr8",140098125,140098126,"chr8",140098047,140100981,"cg13211400_TC21","ICR_548"
"2165","chr8",140098125,140098126,"chr8",140098047,140100981,"cg13211400_TC22","ICR_548"
"2166","chr8",140098160,140098161,"chr8",140098047,140100981,"cg13211401_BC21","ICR_548"
"2167","chr8",140098160,140098161,"chr8",140098047,140100981,"cg13211401_BC22","ICR_548"
"2168","chr8",140098172,140098173,"chr8",140098047,140100981,"cg13211402_TC21","ICR_548"
"2169","chr8",140098172,140098173,"chr8",140098047,140100981,"cg13211402_TC22","ICR_548"
"2170","chr8",140098190,140098191,"chr8",140098047,140100981,"cg13211404_TC21","ICR_548"
"2171","chr8",140098199,140098200,"chr8",140098047,140100981,"cg13211405_BC11","ICR_548"
"2172","chr8",140098214,140098215,"chr8",140098047,140100981,"cg13211406_TC21","ICR_548"
"2173","chr8",140098214,140098215,"chr8",140098047,140100981,"cg13211406_TC22","ICR_548"
"2174","chr8",140098287,140098288,"chr8",140098047,140100981,"cg13211410_BC11","ICR_548"
"2175","chr8",140098346,140098347,"chr8",140098047,140100981,"cg13211415_TC21","ICR_548"
"2176","chr8",140098369,140098370,"chr8",140098047,140100981,"cg13211416_BC11","ICR_548"
"2177","chr8",140098424,140098425,"chr8",140098047,140100981,"cg13211419_BC11","ICR_548"
"2178","chr8",140098424,140098425,"chr8",140098047,140100981,"cg13211419_BC12","ICR_548"
"2179","chr8",140098445,140098446,"chr8",140098047,140100981,"cg13211421_TC11","ICR_548"
"2180","chr8",140098445,140098446,"chr8",140098047,140100981,"cg13211421_TC12","ICR_548"
"2181","chr8",140098450,140098451,"chr8",140098047,140100981,"cg13211422_BC11","ICR_548"
"2182","chr8",140098463,140098464,"chr8",140098047,140100981,"cg13211423_BC21","ICR_548"
"2183","chr8",140098463,140098464,"chr8",140098047,140100981,"cg13211423_BC22","ICR_548"
"2184","chr8",140098480,140098481,"chr8",140098047,140100981,"cg13211424_BC11","ICR_548"
"2185","chr8",140098490,140098491,"chr8",140098047,140100981,"cg13211425_BC21","ICR_548"
"2186","chr8",140098490,140098491,"chr8",140098047,140100981,"cg13211425_BC22","ICR_548"
"2187","chr8",140098507,140098508,"chr8",140098047,140100981,"cg21926091_TC21","ICR_548"
"2188","chr8",140098558,140098559,"chr8",140098047,140100981,"cg13211427_TC21","ICR_548"
"2189","chr8",140098558,140098559,"chr8",140098047,140100981,"cg13211427_TC22","ICR_548"
"2190","chr8",140098562,140098563,"chr8",140098047,140100981,"cg13211428_BC11","ICR_548"
"2191","chr8",140098589,140098590,"chr8",140098047,140100981,"cg13211432_TC11","ICR_548"
"2192","chr8",140098598,140098599,"chr8",140098047,140100981,"cg13211433_BC21","ICR_548"
"2193","chr8",140098658,140098659,"chr8",140098047,140100981,"cg13211435_BC21","ICR_548"
"2194","chr8",140098660,140098661,"chr8",140098047,140100981,"cg13211436_BC21","ICR_548"
"2195","chr8",140098675,140098676,"chr8",140098047,140100981,"cg13211437_TC21","ICR_548"
"2196","chr8",140098675,140098676,"chr8",140098047,140100981,"cg13211437_TC22","ICR_548"
"2197","chr8",140098678,140098679,"chr8",140098047,140100981,"cg13211438_TC11","ICR_548"
"2198","chr8",140098678,140098679,"chr8",140098047,140100981,"cg13211438_TC12","ICR_548"
"2199","chr8",140098712,140098713,"chr8",140098047,140100981,"cg13211440_TC11","ICR_548"
"2200","chr8",140098712,140098713,"chr8",140098047,140100981,"cg13211440_TC12","ICR_548"
"2201","chr8",140098721,140098722,"chr8",140098047,140100981,"cg13211441_TC21","ICR_548"
"2202","chr8",140098721,140098722,"chr8",140098047,140100981,"cg13211441_TC22","ICR_548"
"2203","chr8",140098743,140098744,"chr8",140098047,140100981,"cg13211442_BC21","ICR_548"
"2204","chr8",140098751,140098752,"chr8",140098047,140100981,"cg13211443_BC21","ICR_548"
"2205","chr8",140098780,140098781,"chr8",140098047,140100981,"cg13211444_BC21","ICR_548"
"2206","chr8",140098797,140098798,"chr8",140098047,140100981,"cg13211445_TC11","ICR_548"
"2207","chr8",140098807,140098808,"chr8",140098047,140100981,"cg13211446_BC11","ICR_548"
"2208","chr8",140098807,140098808,"chr8",140098047,140100981,"cg13211446_BC12","ICR_548"
"2209","chr8",140098855,140098856,"chr8",140098047,140100981,"cg13211448_BC11","ICR_548"
"2210","chr8",140098875,140098876,"chr8",140098047,140100981,"cg13211450_TC21","ICR_548"
"2211","chr8",140098898,140098899,"chr8",140098047,140100981,"cg22502459_TC21","ICR_548"
"2212","chr8",140098934,140098935,"chr8",140098047,140100981,"cg13211453_BC11","ICR_548"
"2213","chr8",140098951,140098952,"chr8",140098047,140100981,"cg13713522_BC11","ICR_548"
"2214","chr8",140098953,140098954,"chr8",140098047,140100981,"cg13211454_TC11","ICR_548"
"2215","chr8",140098971,140098972,"chr8",140098047,140100981,"cg13211455_BC21","ICR_548"
"2216","chr8",140098975,140098976,"chr8",140098047,140100981,"cg13211456_BC21","ICR_548"
"2217","chr8",140098975,140098976,"chr8",140098047,140100981,"cg13211456_BC22","ICR_548"
"2218","chr8",140099020,140099021,"chr8",140098047,140100981,"cg13211458_BC21","ICR_548"
"2219","chr8",140099020,140099021,"chr8",140098047,140100981,"cg13211458_BC22","ICR_548"
"2220","chr8",140099030,140099031,"chr8",140098047,140100981,"cg13211459_BC11","ICR_548"
"2221","chr8",140099044,140099045,"chr8",140098047,140100981,"cg13211460_TC11","ICR_548"
"2222","chr8",140099044,140099045,"chr8",140098047,140100981,"cg13211460_TC12","ICR_548"
"2223","chr8",140099076,140099077,"chr8",140098047,140100981,"cg13211462_BC11","ICR_548"
"2224","chr8",140099089,140099090,"chr8",140098047,140100981,"cg13211464_BC11","ICR_548"
"2225","chr8",140099095,140099096,"chr8",140098047,140100981,"cg13211465_TC11","ICR_548"
"2226","chr8",140099144,140099145,"chr8",140098047,140100981,"cg13211467_TC11","ICR_548"
"2227","chr8",140099151,140099152,"chr8",140098047,140100981,"cg13211468_TO11","ICR_548"
"2228","chr8",140099164,140099165,"chr8",140098047,140100981,"cg13211469_BC11","ICR_548"
"2229","chr8",140099164,140099165,"chr8",140098047,140100981,"cg13211469_BC12","ICR_548"
"2230","chr8",140099171,140099172,"chr8",140098047,140100981,"cg13211470_TC11","ICR_548"
"2231","chr8",140099181,140099182,"chr8",140098047,140100981,"cg13211471_BC21","ICR_548"
"2232","chr8",140099181,140099182,"chr8",140098047,140100981,"cg13211471_BC22","ICR_548"
"2233","chr8",140099220,140099221,"chr8",140098047,140100981,"cg13211473_BC11","ICR_548"
"2234","chr8",140099237,140099238,"chr8",140098047,140100981,"cg13211474_BC11","ICR_548"
"2235","chr8",140099274,140099275,"chr8",140098047,140100981,"cg13211477_TC11","ICR_548"
"2236","chr8",140099274,140099275,"chr8",140098047,140100981,"cg13211477_TC12","ICR_548"
"2237","chr8",140099279,140099280,"chr8",140098047,140100981,"cg13211478_TC21","ICR_548"
"2238","chr8",140099313,140099314,"chr8",140098047,140100981,"cg13211480_TC21","ICR_548"
"2239","chr8",140099330,140099331,"chr8",140098047,140100981,"cg13211481_BC21","ICR_548"
"2240","chr8",140099337,140099338,"chr8",140098047,140100981,"cg13211482_TC11","ICR_548"
"2241","chr8",140099337,140099338,"chr8",140098047,140100981,"cg13211482_TC12","ICR_548"
"2242","chr8",140099398,140099399,"chr8",140098047,140100981,"cg13211486_TC21","ICR_548"
"2243","chr8",140099398,140099399,"chr8",140098047,140100981,"cg13211486_TC22","ICR_548"
"2244","chr8",140099417,140099418,"chr8",140098047,140100981,"cg13211487_BC21","ICR_548"
"2245","chr8",140099445,140099446,"chr8",140098047,140100981,"cg13211488_TC21","ICR_548"
"2246","chr8",140099473,140099474,"chr8",140098047,140100981,"cg13211489_TC21","ICR_548"
"2247","chr8",140099476,140099477,"chr8",140098047,140100981,"cg13211490_BC21","ICR_548"
"2248","chr8",140099508,140099509,"chr8",140098047,140100981,"cg13211491_BC11","ICR_548"
"2249","chr8",140099508,140099509,"chr8",140098047,140100981,"cg13211491_BC12","ICR_548"
"2250","chr8",140099528,140099529,"chr8",140098047,140100981,"cg17763909_BC21","ICR_548"
"2251","chr8",140099528,140099529,"chr8",140098047,140100981,"cg17763909_BC22","ICR_548"
"2252","chr8",140099532,140099533,"chr8",140098047,140100981,"cg13211492_TC21","ICR_548"
"2253","chr8",140099545,140099546,"chr8",140098047,140100981,"cg13211493_BC11","ICR_548"
"2254","chr8",140099545,140099546,"chr8",140098047,140100981,"cg13211493_BC12","ICR_548"
"2255","chr8",140099551,140099552,"chr8",140098047,140100981,"cg13211494_TC11","ICR_548"
"2256","chr8",140099551,140099552,"chr8",140098047,140100981,"cg13211494_TC12","ICR_548"
"2257","chr8",140099555,140099556,"chr8",140098047,140100981,"cg13211495_BO11","ICR_548"
"2258","chr8",140099586,140099587,"chr8",140098047,140100981,"cg13211496_BC11","ICR_548"
"2259","chr8",140099603,140099604,"chr8",140098047,140100981,"cg13211497_TC21","ICR_548"
"2260","chr8",140099627,140099628,"chr8",140098047,140100981,"cg13211498_BC21","ICR_548"
"2261","chr8",140099696,140099697,"chr8",140098047,140100981,"cg13211499_BC21","ICR_548"
"2262","chr8",140099720,140099721,"chr8",140098047,140100981,"cg13211500_BC21","ICR_548"
"2263","chr8",140099724,140099725,"chr8",140098047,140100981,"cg13211501_TC21","ICR_548"
"2264","chr8",140099724,140099725,"chr8",140098047,140100981,"cg13211501_TC22","ICR_548"
"2265","chr8",140099777,140099778,"chr8",140098047,140100981,"cg13211503_TC11","ICR_548"
"2266","chr8",140099792,140099793,"chr8",140098047,140100981,"cg13211504_TC11","ICR_548"
"2267","chr8",140099797,140099798,"chr8",140098047,140100981,"cg13211505_BC11","ICR_548"
"2268","chr8",140099799,140099800,"chr8",140098047,140100981,"cg13211506_TC11","ICR_548"
"2269","chr8",140099818,140099819,"chr8",140098047,140100981,"cg13211507_BC21","ICR_548"
"2270","chr8",140099829,140099830,"chr8",140098047,140100981,"cg13211508_BC21","ICR_548"
"2271","chr8",140099869,140099870,"chr8",140098047,140100981,"cg13211509_BC21","ICR_548"
"2272","chr8",140099906,140099907,"chr8",140098047,140100981,"cg13211510_BC21","ICR_548"
"2273","chr8",140099923,140099924,"chr8",140098047,140100981,"cg13211511_TC21","ICR_548"
"2274","chr8",140099923,140099924,"chr8",140098047,140100981,"cg13211511_TC22","ICR_548"
"2275","chr8",140099933,140099934,"chr8",140098047,140100981,"cg13211512_BC11","ICR_548"
"2276","chr8",140099964,140099965,"chr8",140098047,140100981,"cg13211514_TC11","ICR_548"
"2277","chr8",140099981,140099982,"chr8",140098047,140100981,"cg13211515_TC11","ICR_548"
"2278","chr8",140099983,140099984,"chr8",140098047,140100981,"cg13211516_TC11","ICR_548"
"2279","chr8",140099988,140099989,"chr8",140098047,140100981,"cg13211517_BC11","ICR_548"
"2280","chr8",140100009,140100010,"chr8",140098047,140100981,"cg13211519_BO11","ICR_548"
"2281","chr8",140100040,140100041,"chr8",140098047,140100981,"cg13211521_TC11","ICR_548"
"2282","chr8",140100040,140100041,"chr8",140098047,140100981,"cg13211521_TC12","ICR_548"
"2283","chr8",140100045,140100046,"chr8",140098047,140100981,"cg13211522_BC11","ICR_548"
"2284","chr8",140100111,140100112,"chr8",140098047,140100981,"cg13211527_TC11","ICR_548"
"2285","chr8",140100123,140100124,"chr8",140098047,140100981,"cg13211528_TC11","ICR_548"
"2286","chr8",140100143,140100144,"chr8",140098047,140100981,"cg13211529_TC11","ICR_548"
"2287","chr8",140100143,140100144,"chr8",140098047,140100981,"cg13211529_TC12","ICR_548"
"2288","chr8",140100182,140100183,"chr8",140098047,140100981,"cg13211531_TC21","ICR_548"
"2289","chr8",140100214,140100215,"chr8",140098047,140100981,"cg13211532_BC21","ICR_548"
"2290","chr8",140100231,140100232,"chr8",140098047,140100981,"cg13211533_TC21","ICR_548"
"2291","chr8",140100241,140100242,"chr8",140098047,140100981,"cg13211534_BC21","ICR_548"
"2292","chr8",140100254,140100255,"chr8",140098047,140100981,"cg13211535_BC21","ICR_548"
"2293","chr8",140100272,140100273,"chr8",140098047,140100981,"cg13211536_BC21","ICR_548"
"2294","chr8",140100326,140100327,"chr8",140098047,140100981,"cg13211538_BC11","ICR_548"
"2295","chr8",140100332,140100333,"chr8",140098047,140100981,"cg13211539_TC11","ICR_548"
"2296","chr8",140100346,140100347,"chr8",140098047,140100981,"cg13211540_TC21","ICR_548"
"2297","chr8",140100367,140100368,"chr8",140098047,140100981,"cg13211541_TC21","ICR_548"
"2298","chr8",140100406,140100407,"chr8",140098047,140100981,"cg13211542_BC21","ICR_548"
"2299","chr8",140100441,140100442,"chr8",140098047,140100981,"cg13211543_TC21","ICR_548"
"2300","chr8",140100456,140100457,"chr8",140098047,140100981,"cg13211544_TC21","ICR_548"
"2301","chr8",140100466,140100467,"chr8",140098047,140100981,"cg13211546_TC11","ICR_548"
"2302","chr8",140100478,140100479,"chr8",140098047,140100981,"cg13211548_TC11","ICR_548"
"2303","chr8",140100490,140100491,"chr8",140098047,140100981,"cg13211549_TO11","ICR_548"
"2304","chr8",140100492,140100493,"chr8",140098047,140100981,"cg13211550_TC11","ICR_548"
"2305","chr8",140100511,140100512,"chr8",140098047,140100981,"cg13211552_TC11","ICR_548"
"2306","chr8",140100536,140100537,"chr8",140098047,140100981,"cg13211554_TO11","ICR_548"
"2307","chr8",140100545,140100546,"chr8",140098047,140100981,"cg13211555_TC11","ICR_548"
"2308","chr8",140100573,140100574,"chr8",140098047,140100981,"cg13211557_BO11","ICR_548"
"2309","chr8",140100652,140100653,"chr8",140098047,140100981,"cg13211562_BC21","ICR_548"
"2310","chr8",140100658,140100659,"chr8",140098047,140100981,"cg13211563_BC11","ICR_548"
"2311","chr8",140100663,140100664,"chr8",140098047,140100981,"cg13211564_TC11","ICR_548"
"2312","chr8",140100684,140100685,"chr8",140098047,140100981,"cg13211565_TC11","ICR_548"
"2313","chr8",140100684,140100685,"chr8",140098047,140100981,"cg13211565_TC12","ICR_548"
"2314","chr8",140100723,140100724,"chr8",140098047,140100981,"cg13211568_TC21","ICR_548"
"2315","chr8",140100727,140100728,"chr8",140098047,140100981,"cg13211569_TC21","ICR_548"
"2316","chr8",140100733,140100734,"chr8",140098047,140100981,"cg13211570_TC21","ICR_548"
"2317","chr8",140100773,140100774,"chr8",140098047,140100981,"cg13211571_TC21","ICR_548"
"2318","chr8",140100800,140100801,"chr8",140098047,140100981,"cg22807877_BC21","ICR_548"
"2319","chr8",140100814,140100815,"chr8",140098047,140100981,"cg13211572_TC21","ICR_548"
"2320","chr8",140100848,140100849,"chr8",140098047,140100981,"cg13211573_BC11","ICR_548"
"2321","chr8",140100848,140100849,"chr8",140098047,140100981,"cg13211573_BC12","ICR_548"
"2322","chr8",140100853,140100854,"chr8",140098047,140100981,"cg13211574_BC11","ICR_548"
"2323","chr8",140100871,140100872,"chr8",140098047,140100981,"cg13211575_TC11","ICR_548"
"2324","chr8",140100871,140100872,"chr8",140098047,140100981,"cg13211575_TC12","ICR_548"
"2325","chr8",140100877,140100878,"chr8",140098047,140100981,"cg13211576_BC11","ICR_548"
"2326","chr8",140100877,140100878,"chr8",140098047,140100981,"cg13211576_BC12","ICR_548"
"2327","chr8",140100883,140100884,"chr8",140098047,140100981,"cg13211577_BC11","ICR_548"
"2328","chr8",140100883,140100884,"chr8",140098047,140100981,"cg13211577_BC12","ICR_548"
"2329","chr8",140100919,140100920,"chr8",140098047,140100981,"cg13211578_TC21","ICR_548"
"2330","chr8",140100956,140100957,"chr8",140098047,140100981,"cg13211579_TC21","ICR_548"
"2331","chr8",140349437,140349438,"chr8",140349278,140349564,"cg13215323_BC11","ICR_549"
"2332","chr8",140349439,140349440,"chr8",140349278,140349564,"cg26135849_BC11","ICR_549"
"2333","chr8",140349492,140349493,"chr8",140349278,140349564,"cg26308012_BC11","ICR_549"
"2334","chr8",140349510,140349511,"chr8",140349278,140349564,"cg13215329_TO11","ICR_549"
"2335","chr8",140349520,140349521,"chr8",140349278,140349564,"cg13215330_TO11","ICR_549"
"2336","chr8",140349563,140349564,"chr8",140349278,140349564,"cg13215332_TC21","ICR_549"
"2337","chr8",140349563,140349564,"chr8",140349278,140349564,"cg13215332_TC22","ICR_549"
"2338","chr8",141723821,141723822,"chr8",141723821,141724064,"cg13240938_TC21","ICR_550"
"2339","chr8",141723855,141723856,"chr8",141723821,141724064,"cg13240939_BC21","ICR_550"
"2340","chr8",141723905,141723906,"chr8",141723821,141724064,"cg13240940_TC21","ICR_550"
"2341","chr8",141723918,141723919,"chr8",141723821,141724064,"cg13240941_BO11","ICR_550"
"2342","chr8",141723918,141723919,"chr8",141723821,141724064,"cg13240941_BO12","ICR_550"
"2343","chr8",141723933,141723934,"chr8",141723821,141724064,"cg13240942_TC11","ICR_550"
"2344","chr8",141723941,141723942,"chr8",141723821,141724064,"cg13240943_TC11","ICR_550"
"2345","chr8",141723946,141723947,"chr8",141723821,141724064,"cg13240944_BC21","ICR_550"
"2346","chr8",141723946,141723947,"chr8",141723821,141724064,"cg13240944_BC22","ICR_550"
"2347","chr8",141723948,141723949,"chr8",141723821,141724064,"cg13240945_TC21","ICR_550"
"2348","chr8",141723998,141723999,"chr8",141723821,141724064,"cg13240946_BC11","ICR_550"
"2349","chr8",141724005,141724006,"chr8",141723821,141724064,"cg13240947_TC21","ICR_550"
"2350","chr8",141724007,141724008,"chr8",141723821,141724064,"cg13240948_TC21","ICR_550"
"2351","chr8",141724014,141724015,"chr8",141723821,141724064,"cg13240949_BC21","ICR_550"
"2352","chr8",141724038,141724039,"chr8",141723821,141724064,"cg13240950_BC21","ICR_550"
"2353","chr8",141724063,141724064,"chr8",141723821,141724064,"cg20559633_TC21","ICR_550"
"2354","chr8",142700478,142700479,"chr8",142700448,142700581,"cg13261861_TC11","ICR_551"
"2355","chr8",142700566,142700567,"chr8",142700448,142700581,"cg19413366_TC11","ICR_551"
"2356","chr8",142700580,142700581,"chr8",142700448,142700581,"cg13261872_BC11","ICR_551"
"2357","chr8",143276939,143276940,"chr8",143276903,143277146,"cg13273642_TC21","ICR_552"
"2358","chr8",143276981,143276982,"chr8",143276903,143277146,"cg13273643_BC21","ICR_552"
"2359","chr8",143276989,143276990,"chr8",143276903,143277146,"cg13273644_BC21","ICR_552"
"2360","chr8",143276994,143276995,"chr8",143276903,143277146,"cg13273645_TC11","ICR_552"
"2361","chr8",143277044,143277045,"chr8",143276903,143277146,"cg13273646_TC21","ICR_552"
"2362","chr8",143277067,143277068,"chr8",143276903,143277146,"cg13273648_BC11","ICR_552"
"2363","chr8",143277079,143277080,"chr8",143276903,143277146,"cg13273650_BC11","ICR_552"
"2364","chr8",143277079,143277080,"chr8",143276903,143277146,"cg13273650_BC12","ICR_552"
"2365","chr8",143399765,143399766,"chr8",143399765,143399977,"cg13277598_TC11","ICR_553"
"2366","chr8",143399765,143399766,"chr8",143399765,143399977,"cg13277598_TC12","ICR_553"
"2367","chr8",143399814,143399815,"chr8",143399765,143399977,"cg13277600_TC21","ICR_553"
"2368","chr8",143399863,143399864,"chr8",143399765,143399977,"cg20515845_BC21","ICR_553"
